orderNumber,customerName,customerAddressLine1,customerPostalCode,customerLocation,customerCity,customerState,customerCountry,warehouseCode,productName,quantityOrdered,priceEach,employeeNumber,officeCode,officeLocation,officeCity,officeState,officeCountry,officePostalCode
10154,"Boards & Toys Co.","4097 Douglas Av.",92561,"Glendale,CA,USA,92561",Glendale,CA,USA,d,"The USS Constitution Ship",36,59.27,1166,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,a,"1900s Vintage Bi-Plane",23,62.34,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,c,"1937 Horch 930V Limousine",34,56.55,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,c,"1940 Ford Delivery Sedan",37,76.31,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,c,"1941 Chevrolet Special Deluxe Cabriolet",29,105.87,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,b,"1972 Alfa Romeo GTA",32,129.20,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,a,"1980s Black Hawk Helicopter",38,138.77,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,d,"1999 Yamaha Speed Boat",44,83.44,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,a,"America West Airlines B757-200",20,87.75,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,a,"American Airlines: MD-11S",44,70.33,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,a,"Boeing X-32A JSF",34,49.16,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,a,"Corsair F4U ( Bird Cage)",44,58.69,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,a,"F/A 18 Hornet 1/72",43,76.80,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10155,"Toys of Finland, Co.","Keskuskatu 45",21240,"Helsinki,Finland,21240",Helsinki,NULL,Finland,d,"HMS Bounty",32,89.61,1501,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10156,"Euro+ Shopping Channel","C/ Moralzarzal, 86",28034,"Madrid,Spain,28034",Madrid,NULL,Spain,c,"1930 Buick Marquette Phaeton",20,43.64,1370,4,"Paris,France,75017",Paris,NULL,France,75017
10156,"Euro+ Shopping Channel","C/ Moralzarzal, 86",28034,"Madrid,Spain,28034",Madrid,NULL,Spain,a,"American Airlines: B767-300",48,77.64,1370,4,"Paris,France,75017",Paris,NULL,France,75017
10157,"Frau da Collezione","20093 Cologno Monzese",NULL,"Milan,Italy",Milan,NULL,Italy,a,"1900s Vintage Tri-Plane",33,66.65,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10157,"Frau da Collezione","20093 Cologno Monzese",NULL,"Milan,Italy",Milan,NULL,Italy,a,"1928 British Royal Navy Airplane",40,89.72,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10157,"Frau da Collezione","20093 Cologno Monzese",NULL,"Milan,Italy",Milan,NULL,Italy,c,"1928 Ford Phaeton Deluxe",28,56.41,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10157,"Frau da Collezione","20093 Cologno Monzese",NULL,"Milan,Italy",Milan,NULL,Italy,a,"1997 BMW F650 ST",34,83.91,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10157,"Frau da Collezione","20093 Cologno Monzese",NULL,"Milan,Italy",Milan,NULL,Italy,a,"ATA: B757-300",48,109.16,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10157,"Frau da Collezione","20093 Cologno Monzese",NULL,"Milan,Italy",Milan,NULL,Italy,a,"P-51-D Mustang",33,69.27,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10158,"Baane Mini Imports","Erling Skakkes gate 78",4110,"Stavern,Norway,4110",Stavern,NULL,Norway,a,"1960 BSA Gold Star DBD34",22,67.79,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1936 Harley Davidson El Knucklehead",42,51.48,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,b,"1957 Corvette Convertible",32,142.85,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1957 Vespa GS150",21,54.71,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,b,"1961 Chevrolet Impala",23,80.84,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,b,"1968 Ford Mustang",41,188.73,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,b,"1969 Dodge Super Bee",21,66.74,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1969 Harley Davidson Ultimate Chopper",49,81.35,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,b,"1970 Plymouth Hemi Cuda",24,67.03,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,b,"1971 Alpine Renault 1600s",50,49.60,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1974 Ducati 350 Mk3 Desmo",23,86.74,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,b,"1976 Ford Gran Torino",25,129.35,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1982 Ducati 900 Monster",27,67.18,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1982 Ducati 996 R",35,39.43,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1996 Moto Guzzi 1100i",37,101.10,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"1997 BMW R 1100 S",44,100.30,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"2002 Suzuki XREO",38,131.04,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"2002 Yamaha YZR M1",31,78.11,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10159,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,a,"2003 Harley-Davidson Eagle Drag Bike",22,170.42,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10160,"Men 'R' US Retailers, Ltd.","6047 Douglas Av.",91003,"Los Angeles,CA,USA,91003","Los Angeles",CA,USA,b,"1948 Porsche 356-A Roadster",38,70.84,1166,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10160,"Men 'R' US Retailers, Ltd.","6047 Douglas Av.",91003,"Los Angeles,CA,USA,91003","Los Angeles",CA,USA,b,"1956 Porsche 356A Coupe",35,130.60,1166,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10160,"Men 'R' US Retailers, Ltd.","6047 Douglas Av.",91003,"Los Angeles,CA,USA,91003","Los Angeles",CA,USA,b,"1968 Dodge Charger",46,96.30,1166,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10160,"Men 'R' US Retailers, Ltd.","6047 Douglas Av.",91003,"Los Angeles,CA,USA,91003","Los Angeles",CA,USA,b,"1969 Dodge Charger",50,93.28,1166,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10160,"Men 'R' US Retailers, Ltd.","6047 Douglas Av.",91003,"Los Angeles,CA,USA,91003","Los Angeles",CA,USA,b,"1982 Lamborghini Diablo",42,30.59,1166,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10160,"Men 'R' US Retailers, Ltd.","6047 Douglas Av.",91003,"Los Angeles,CA,USA,91003","Los Angeles",CA,USA,b,"1992 Ferrari 360 Spider red",20,140.55,1166,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1948 Porsche Type 356 Roadster",36,132.80,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1949 Jaguar XK 120",20,82.69,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1952 Citroen-15CV",25,108.04,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1957 Ford Thunderbird",25,62.72,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1965 Aston Martin DB5",43,102.04,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1966 Shelby Cobra 427 S/C",23,47.29,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1969 Chevrolet Camaro Z28",20,72.77,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1970 Chevy Chevelle SS 454",37,73.49,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1993 Mazda RX-7",28,121.72,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1995 Honda Civic",48,139.41,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"1999 Indy 500 Monte Carlo SS",23,125.40,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10161,"Heintze Collectables","Smagsloget 45",8200,"Århus,Denmark,8200",Århus,NULL,Denmark,b,"2002 Chevy Corvette",30,94.23,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1911 Ford Town Car",27,53.28,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1917 Grand Touring Sedan",29,141.10,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1928 Mercedes-Benz SSK",48,156.94,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1932 Alfa Romeo 8C2300 Spider Sport",39,86.51,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1932 Model A Ford J-Coupe",38,113.15,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1936 Mercedes Benz 500k Roadster",37,32.82,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1936 Mercedes-Benz 500K Special Roadster",45,45.28,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1937 Lincoln Berline",48,87.33,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1938 Cadillac V-16 Presidential Limousine",43,38.98,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10162,"Corporate Gift Ideas Co.","7734 Strong St.",94217,"San Francisco,CA,USA,94217","San Francisco",CA,USA,c,"1939 Chevrolet Deluxe Coupe",37,27.55,1165,1,"San Francisco,CA,USA,94080","San Francisco",CA,USA,94080
10163,"Classic Legends Inc.","5905 Pompton St.",10022,"NYC,NY,USA,10022",NYC,NY,USA,c,"18th Century Vintage Horse Carriage",40,101.58,1286,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10163,"Classic Legends Inc.","5905 Pompton St.",10022,"NYC,NY,USA,10022",NYC,NY,USA,c,"1913 Ford Model T Speedster",31,101.31,1286,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10163,"Classic Legends Inc.","5905 Pompton St.",10022,"NYC,NY,USA,10022",NYC,NY,USA,c,"1917 Maxwell Touring Car",43,80.36,1286,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10163,"Classic Legends Inc.","5905 Pompton St.",10022,"NYC,NY,USA,10022",NYC,NY,USA,c,"1934 Ford V8 Coupe",48,59.96,1286,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10163,"Classic Legends Inc.","5905 Pompton St.",10022,"NYC,NY,USA,10022",NYC,NY,USA,c,"1936 Chrysler Airflow",42,96.42,1286,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10163,"Classic Legends Inc.","5905 Pompton St.",10022,"NYC,NY,USA,10022",NYC,NY,USA,b,"1952 Alpine Renault 1300",21,212.16,1286,3,"NYC,NY,USA,10022",NYC,NY,USA,10022
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,c,"1939 Cadillac Limousine",25,46.29,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,d,"1940 Ford Pickup Truck",36,103.84,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,d,"1940s Ford truck",45,107.76,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,d,"1958 Setra Bus",49,121.64,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,b,"1962 LanciaA Delta 16V",21,143.31,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,d,"1980’s GM Manhattan Express",24,91.49,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,b,"1982 Camaro Z28",39,86.99,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10164,"Mini Auto Werke","Kirchgasse 6",8010,"Graz,Austria,8010",Graz,NULL,Austria,d,"1996 Peterbilt 379 Stake Bed with Outrigger",49,57.53,1401,4,"Paris,France,75017",Paris,NULL,France,75017
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"1926 Ford Fire Engine",31,60.77,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"1950's Chicago Surface Lines Streetcar",44,55.30,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"1954 Greyhound Scenicruiser",48,50.86,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"1957 Chevy Pickup",48,109.02,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1958 Chevy Corvette Limited Edition",27,31.12,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"1962 City of Detroit Streetcar",38,49.21,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"1962 Volkswagen Microbus",32,117.57,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"1964 Mercedes Tour Bus",46,120.28,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1969 Corvair Monza",34,123.89,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1969 Ford Falcon",27,152.26,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1970 Dodge Coronet",25,46.82,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1970 Triumph Spitfire",28,123.51,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1992 Ferrari 360 Spider red",47,154.10,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1992 Porsche Cayenne Turbo Silver",24,106.45,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"1998 Chrysler Plymouth Prowler",29,134.26,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,b,"2001 Ferrari Enzo",44,168.32,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"Collectable Wooden Train",50,84.71,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10165,"Dragon Souveniers, Ltd.","Bronz Sok.",079903,"Singapore,Singapore,079903",Singapore,NULL,Singapore,d,"Diamond T620 Semi-Skirted Tanker",48,106.49,1621,5,"Tokyo,Chiyoda-Ku,Japan,102-8578",Tokyo,Chiyoda-Ku,Japan,102-8578
10166,FunGiftIdeas.com,"1785 First Street",50553,"New Bedford,MA,USA,50553","New Bedford",MA,USA,c,"1903 Ford Model A",43,136.59,1216,2,"Boston,MA,USA,02107",Boston,MA,USA,02107
10166,FunGiftIdeas.com,"1785 First Street",50553,"New Bedford,MA,USA,50553","New Bedford",MA,USA,c,"1904 Buick Runabout",26,72.85,1216,2,"Boston,MA,USA,02107",Boston,MA,USA,02107
10166,FunGiftIdeas.com,"1785 First Street",50553,"New Bedford,MA,USA,50553","New Bedford",MA,USA,d,"The Mayflower",29,76.22,1216,2,"Boston,MA,USA,02107",Boston,MA,USA,02107
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,d,"18th century schooner",33,110.60,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,a,"1900s Vintage Bi-Plane",21,54.81,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,c,"1912 Ford Model T Delivery Wagon",20,77.00,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,c,"1937 Horch 930V Limousine",32,64.44,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,c,"1940 Ford Delivery Sedan",29,73.80,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,c,"1941 Chevrolet Special Deluxe Cabriolet",34,84.70,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,b,"1972 Alfa Romeo GTA",44,123.76,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,a,"1980s Black Hawk Helicopter",43,141.92,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,d,"1999 Yamaha Speed Boat",46,69.68,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,a,"Boeing X-32A JSF",40,42.71,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,d,"HMS Bounty",29,87.80,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
10167,"Scandinavian Gift Ideas","Åkergatan 24","S-844 67","Bräcke,Sweden,S-844 67",Bräcke,NULL,Sweden,d,"Pont Yacht",38,43.68,1504,7,"London,UK,EC2N 1HN",London,NULL,UK,"EC2N 1HN"
